gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore,homepenaltyscore,awaypenaltyscore
68,2009,1,16,,6,3,1.85,3.35,3.93,0,3,0,0,0
69,2009,1,17,,2,10,1.91,3.33,3.73,0,3,1,0,0
70,2009,1,18,,11,1,2.93,3.32,2.29,0,1,1,0,0
71,2009,1,18,,7,9,2.19,3.29,3.10,0,2,1,0,0
72,2009,1,23,,6,11,1.48,3.86,6.55,0,2,0,0,0
73,2009,1,24,,2,9,1.36,4.23,8.13,0,4,2,0,0
74,2009,1,25,,10,7,1.77,3.43,4.41,0,4,0,0,0
75,2009,1,25,,3,1,3.32,3.29,2.06,0,0,1,0,0
76,2009,2,6,,3,2,2.44,3.21,2.71,0,0,2,0,0
77,2009,2,7,,1,6,2.38,3.19,2.81,0,0,2,0,0
78,2009,2,13,,2,3,1.90,3.36,3.79,0,2,1,0,0
79,2009,2,14,,6,1,1.82,3.41,4.08,0,4,0,0,0
80,2009,2,21,,1,2,2.56,3.21,2.60,0,1,0,0,0
81,2009,2,28,,6,1,1.67,3.49,5.00,0,1,0,0,0
